gameid,date,league,patch,blue,red,blue_win,best_of
LPL/2022 Season/Summer Season_Week 5_3_2,2022-07-05 09:59:00,LPL,12.11,LNG Esports,Invictus Gaming,1,1
LPL/2022 Season/Summer Season_Week 5_4_1,2022-07-05 11:00:00,LPL,12.11,Weibo Gaming,Anyone's Legend,1,1
LPL/2022 Season/Summer Season_Week 5_4_2,2022-07-05 11:49:00,LPL,12.11,Anyone's Legend,Weibo Gaming,1,1
LPL/2022 Season/Summer Season_Week 5_4_3,2022-07-05 12:42:00,LPL,12.11,Weibo Gaming,Anyone's Legend,0,1
LCK/2022 Season/Summer Season_Week 4_1_1,2022-07-06 08:08:00,LCK,12.12,Nongshim RedForce,KT Rolster,1,1
LCK/2022 Season/Summer Season_Week 4_1_2,2022-07-06 09:09:00,LCK,12.12,KT Rolster,Nongshim RedForce,1,1
LPL/2022 Season/Summer Season_Week 5_5_1,2022-07-06 09:11:00,LPL,12.12,FunPlus Phoenix,LGD Gaming,1,1
LCK/2022 Season/Summer Season_Week 4_1_3,2022-07-06 10:02:00,LCK,12.12,Nongshim RedForce,KT Rolster,0,1
LPL/2022 Season/Summer Season_Week 5_5_2,2022-07-06 10:03:00,LPL,12.12,LGD Gaming,FunPlus Phoenix,1,1
LPL/2022 Season/Summer Season_Week 5_5_3,2022-07-06 10:52:00,LPL,12.12,FunPlus Phoenix,LGD Gaming,1,1
LPL/2022 Season/Summer Season_Week 5_6_1,2022-07-06 11:48:00,LPL,12.12,Victory Five,Rare Atom,1,1
LCK/2022 Season/Summer Season_Week 4_2_1,2022-07-06 11:48:00,LCK,12.12,Kwangdong Freecs,Fredit BRION,1,1
LPL/2022 Season/Summer Season_Week 5_6_2,2022-07-06 12:34:00,LPL,12.12,Rare Atom,Victory Five,0,1
LCK/2022 Season/Summer Season_Week 4_2_2,2022-07-06 12:41:00,LCK,12.12,Kwangdong Freecs,Fredit BRION,1,1
LCK/2022 Season/Summer Season_Week 4_3_1,2022-07-07 08:10:00,LCK,12.12,DWG KIA,DRX,0,1
LCK/2022 Season/Summer Season_Week 4_3_2,2022-07-07 09:03:00,LCK,12.12,DWG KIA,DRX,1,1
LCK/2022 Season/Summer Season_Week 4_3_3,2022-07-07 10:06:00,LCK,12.12,DWG KIA,DRX,0,1
LCK/2022 Season/Summer Season_Week 4_4_1,2022-07-07 11:48:00,LCK,12.12,Hanwha Life Esports,Liiv SANDBOX,1,1
LCK/2022 Season/Summer Season_Week 4_4_2,2022-07-07 12:45:00,LCK,12.12,Liiv SANDBOX,Hanwha Life Esports,1,1
LCK/2022 Season/Summer Season_Week 4_4_3,2022-07-07 13:34:00,LCK,12.12,Hanwha Life Esports,Liiv SANDBOX,0,1
LCK/2022 Season/Summer Season_Week 4_5_1,2022-07-08 08:08:00,LCK,12.12,Gen.G,T1,1,1
LCK/2022 Season/Summer Season_Week 4_5_2,2022-07-08 09:04:00,LCK,12.12,T1,Gen.G,1,1
LPL/2022 Season/Summer Season_Week 5_7_1,2022-07-08 09:11:00,LPL,12.12,Team WE,Oh My God,1,1
LCK/2022 Season/Summer Season_Week 4_5_3,2022-07-08 09:56:00,LCK,12.12,Gen.G,T1,0,1
LPL/2022 Season/Summer Season_Week 5_7_2,2022-07-08 09:59:00,LPL,12.12,Oh My God,Team WE,1,1
LPL/2022 Season/Summer Season_Week 5_7_3,2022-07-08 10:55:00,LPL,12.12,Team WE,Oh My God,0,1
LCK/2022 Season/Summer Season_Week 4_6_1,2022-07-08 11:37:00,LCK,12.12,Kwangdong Freecs,KT Rolster,1,1
LPL/2022 Season/Summer Season_Week 5_8_1,2022-07-08 11:54:00,LPL,12.12,LNG Esports,JD Gaming,1,1
LCK/2022 Season/Summer Season_Week 4_6_2,2022-07-08 12:30:00,LCK,12.12,KT Rolster,Kwangdong Freecs,1,1
LPL/2022 Season/Summer Season_Week 5_8_2,2022-07-08 12:45:00,LPL,12.12,JD Gaming,LNG Esports,1,1
LCK/2022 Season/Summer Season_Week 4_6_3,2022-07-08 13:20:00,LCK,12.12,Kwangdong Freecs,KT Rolster,1,1
LPL/2022 Season/Summer Season_Week 5_8_3,2022-07-08 13:33:00,LPL,12.12,LNG Esports,JD Gaming,0,1
LPL/2022 Season/Summer Season_Week 5_9_1,2022-07-09 07:13:00,LPL,12.12,Anyone's Legend,Ultra Prime,1,1
LPL/2022 Season/Summer Season_Week 5_9_2,2022-07-09 08:03:00,LPL,12.12,Ultra Prime,Anyone's Legend,0,1
LCK/2022 Season/Summer Season_Week 4_7_1,2022-07-09 08:09:00,LCK,12.12,Nongshim RedForce,Liiv SANDBOX,0,1
LPL/2022 Season/Summer Season_Week 5_10_1,2022-07-09 09:04:00,LPL,12.12,Bilibili Gaming,Weibo Gaming,1,1
LCK/2022 Season/Summer Season_Week 4_7_2,2022-07-09 09:10:00,LCK,12.12,Nongshim RedForce,Liiv SANDBOX,0,1
LPL/2022 Season/Summer Season_Week 5_10_2,2022-07-09 10:02:00,LPL,12.12,Weibo Gaming,Bilibili Gaming,1,1
LPL/2022 Season/Summer Season_Week 5_10_3,2022-07-09 10:56:00,LPL,12.12,Bilibili Gaming,Weibo Gaming,0,1
LCK/2022 Season/Summer Season_Week 4_8_1,2022-07-09 11:09:00,LCK,12.12,Hanwha Life Esports,DWG KIA,0,1
LPL/2022 Season/Summer Season_Week 5_11_1,2022-07-09 11:57:00,LPL,12.12,Top Esports,Royal Never Give Up,1,1
LCK/2022 Season/Summer Season_Week 4_8_2,2022-07-09 12:15:00,LCK,12.12,Hanwha Life Esports,DWG KIA,0,1
LPL/2022 Season/Summer Season_Week 5_11_2,2022-07-09 12:47:00,LPL,12.12,Royal Never Give Up,Top Esports,1,1
LPL/2022 Season/Summer Season_Week 5_11_3,2022-07-09 13:36:00,LPL,12.12,Top Esports,Royal Never Give Up,1,1
CBLOL/2022 Season/Split 2_Week 5_1_1,2022-07-09 16:21:00,CBLOL,12.12,RED Canids,INTZ,1,1
CBLOL/2022 Season/Split 2_Week 5_2_1,2022-07-09 17:24:00,CBLOL,12.12,FURIA,LOUD,1,1
CBLOL/2022 Season/Split 2_Week 5_3_1,2022-07-09 18:24:00,CBLOL,12.12,Rensga Esports,Liberty,0,1
CBLOL/2022 Season/Split 2_Week 5_4_1,2022-07-09 19:28:00,CBLOL,12.12,paiN Gaming,Flamengo Los Grandes,1,1
CBLOL/2022 Season/Split 2_Week 5_5_1,2022-07-09 20:37:00,CBLOL,12.12,Miners,KaBuM! Esports,0,1
LCK/2022 Season/Summer Season_Week 4_9_1,2022-07-10 08:06:00,LCK,12.12,DRX,Gen.G,0,1
LPL/2022 Season/Summer Season_Week 5_12_1,2022-07-10 09:10:00,LPL,12.12,ThunderTalk Gaming,Invictus Gaming,1,1
LCK/2022 Season/Summer Season_Week 4_9_2,2022-07-10 09:13:00,LCK,12.12,DRX,Gen.G,0,1
LPL/2022 Season/Summer Season_Week 5_12_2,2022-07-10 10:01:00,LPL,12.12,Invictus Gaming,ThunderTalk Gaming,1,1
LPL/2022 Season/Summer Season_Week 5_12_3,2022-07-10 10:55:00,LPL,12.12,ThunderTalk Gaming,Invictus Gaming,1,1
LCK/2022 Season/Summer Season_Week 4_10_1,2022-07-10 11:06:00,LCK,12.12,T1,Fredit BRION,1,1
LPL/2022 Season/Summer Season_Week 5_13_1,2022-07-10 11:57:00,LPL,12.12,EDward Gaming,Victory Five,0,1
LCK/2022 Season/Summer Season_Week 4_10_2,2022-07-10 11:58:00,LCK,12.12,Fredit BRION,T1,0,1
LPL/2022 Season/Summer Season_Week 5_13_2,2022-07-10 12:47:00,LPL,12.12,Victory Five,EDward Gaming,1,1
CBLOL/2022 Season/Split 2_Week 5_6_1,2022-07-10 16:17:00,CBLOL,12.12,LOUD,Flamengo Los Grandes,0,1
CBLOL/2022 Season/Split 2_Week 5_7_1,2022-07-10 17:26:00,CBLOL,12.12,Miners,Liberty,1,1
CBLOL/2022 Season/Split 2_Week 5_8_1,2022-07-10 18:34:00,CBLOL,12.12,KaBuM! Esports,FURIA,0,1
CBLOL/2022 Season/Split 2_Week 5_9_1,2022-07-10 19:32:00,CBLOL,12.12,Rensga Esports,INTZ,0,1
CBLOL/2022 Season/Split 2_Week 5_10_1,2022-07-10 20:28:00,CBLOL,12.12,RED Canids,paiN Gaming,0,1
LPL/2022 Season/Summer Season_Week 6_1_1,2022-07-11 09:13:00,LPL,12.12,FunPlus Phoenix,LNG Esports,1,1
LPL/2022 Season/Summer Season_Week 6_1_2,2022-07-11 10:08:00,LPL,12.12,LNG Esports,FunPlus Phoenix,0,1
LPL/2022 Season/Summer Season_Week 6_2_1,2022-07-11 11:00:00,LPL,12.12,JD Gaming,Rare Atom,1,1
LPL/2022 Season/Summer Season_Week 6_2_2,2022-07-11 11:51:00,LPL,12.12,Rare Atom,JD Gaming,1,1
LPL/2022 Season/Summer Season_Week 6_2_3,2022-07-11 12:47:00,LPL,12.12,JD Gaming,Rare Atom,1,1
LPL/2022 Season/Summer Season_Week 6_3_1,2022-07-12 09:10:00,LPL,12.12,Royal Never Give Up,Team WE,1,1
LPL/2022 Season/Summer Season_Week 6_3_2,2022-07-12 10:05:00,LPL,12.12,Team WE,Royal Never Give Up,1,1
LPL/2022 Season/Summer Season_Week 6_3_3,2022-07-12 11:00:00,LPL,12.12,Royal Never Give Up,Team WE,1,1
LPL/2022 Season/Summer Season_Week 6_4_1,2022-07-12 11:52:00,LPL,12.12,Oh My God,Top Esports,1,1
LPL/2022 Season/Summer Season_Week 6_4_2,2022-07-12 13:00:00,LPL,12.12,Top Esports,Oh My God,1,1
LPL/2022 Season/Summer Season_Week 6_4_3,2022-07-12 13:45:00,LPL,12.12,Oh My God,Top Esports,0,1
LCK/2022 Season/Summer Season_Week 5_1_1,2022-07-13 08:13:00,LCK,12.12,Hanwha Life Esports,T1,0,1
LCK/2022 Season/Summer Season_Week 5_1_2,2022-07-13 09:07:00,LCK,12.12,Hanwha Life Esports,T1,1,1
LPL/2022 Season/Summer Season_Week 6_5_1,2022-07-13 09:12:00,LPL,12.12,LGD Gaming,Bilibili Gaming,1,1
LPL/2022 Season/Summer Season_Week 6_5_2,2022-07-13 10:07:00,LPL,12.12,Bilibili Gaming,LGD Gaming,1,1
LCK/2022 Season/Summer Season_Week 5_1_3,2022-07-13 10:52:00,LCK,12.12,T1,Hanwha Life Esports,1,1
LPL/2022 Season/Summer Season_Week 6_5_3,2022-07-13 11:03:00,LPL,12.12,LGD Gaming,Bilibili Gaming,0,1
LPL/2022 Season/Summer Season_Week 6_6_1,2022-07-13 11:55:00,LPL,12.12,EDward Gaming,Ultra Prime,1,1
LCK/2022 Season/Summer Season_Week 5_2_1,2022-07-13 12:33:00,LCK,12.12,Gen.G,Liiv SANDBOX,1,1
LPL/2022 Season/Summer Season_Week 6_6_2,2022-07-13 12:51:00,LPL,12.12,EDward Gaming,Ultra Prime,1,1
LCK/2022 Season/Summer Season_Week 5_2_2,2022-07-13 13:16:00,LCK,12.12,Liiv SANDBOX,Gen.G,0,1
LCK/2022 Season/Summer Season_Week 5_3_1,2022-07-14 08:06:00,LCK,12.12,KT Rolster,DRX,0,1
LPL/2022 Season/Summer Season_Week 6_7_1,2022-07-14 09:11:00,LPL,12.12,Anyone's Legend,ThunderTalk Gaming,1,1
LCK/2022 Season/Summer Season_Week 5_3_2,2022-07-14 09:11:00,LCK,12.12,KT Rolster,DRX,1,1
LPL/2022 Season/Summer Season_Week 6_7_2,2022-07-14 09:59:00,LPL,12.12,ThunderTalk Gaming,Anyone's Legend,1,1
LCK/2022 Season/Summer Season_Week 5_3_3,2022-07-14 10:19:00,LCK,12.12,DRX,KT Rolster,0,1
LPL/2022 Season/Summer Season_Week 6_7_3,2022-07-14 10:52:00,LPL,12.12,Anyone's Legend,ThunderTalk Gaming,1,1
LPL/2022 Season/Summer Season_Week 6_8_1,2022-07-14 11:48:00,LPL,12.12,Victory Five,Invictus Gaming,1,1
LCK/2022 Season/Summer Season_Week 5_4_1,2022-07-14 11:55:00,LCK,12.12,DWG KIA,Kwangdong Freecs,1,1
LPL/2022 Season/Summer Season_Week 6_8_2,2022-07-14 12:38:00,LPL,12.12,Invictus Gaming,Victory Five,0,1
LCK/2022 Season/Summer Season_Week 5_4_2,2022-07-14 12:54:00,LCK,12.12,Kwangdong Freecs,DWG KIA,0,1
LCK/2022 Season/Summer Season_Week 5_5_1,2022-07-15 08:06:00,LCK,12.12,Fredit BRION,Nongshim RedForce,1,1
LCK/2022 Season/Summer Season_Week 5_5_2,2022-07-15 09:03:00,LCK,12.12,Nongshim RedForce,Fredit BRION,0,1
LPL/2022 Season/Summer Season_Week 6_9_1,2022-07-15 09:11:00,LPL,12.12,Team WE,JD Gaming,0,1
LPL/2022 Season/Summer Season_Week 6_9_2,2022-07-15 09:58:00,LPL,12.12,JD Gaming,Team WE,1,1
LPL/2022 Season/Summer Season_Week 6_10_1,2022-07-15 10:59:00,LPL,12.12,Royal Never Give Up,LNG Esports,1,1
LCK/2022 Season/Summer Season_Week 5_6_1,2022-07-15 11:08:00,LCK,12.12,Liiv SANDBOX,Hanwha Life Esports,1,1
LPL/2022 Season/Summer Season_Week 6_10_2,2022-07-15 11:45:00,LPL,12.12,LNG Esports,Royal Never Give Up,1,1
LCK/2022 Season/Summer Season_Week 5_6_2,2022-07-15 12:06:00,LCK,12.12,Hanwha Life Esports,Liiv SANDBOX,0,1
LPL/2022 Season/Summer Season_Week 6_10_3,2022-07-15 12:37:00,LPL,12.12,Royal Never Give Up,LNG Esports,1,1
LEC/2022 Season/Summer Season_Week 4_1_1,2022-07-15 15:59:00,LEC,12.12,Astralis,Excel Esports,1,1
LEC/2022 Season/Summer Season_Week 4_2_1,2022-07-15 17:14:00,LEC,12.12,Team BDS,MAD Lions,0,1
LEC/2022 Season/Summer Season_Week 4_3_1,2022-07-15 18:21:00,LEC,12.12,Fnatic,Misfits Gaming,0,1
LEC/2022 Season/Summer Season_Week 4_4_1,2022-07-15 19:28:00,LEC,12.12,G2 Esports,SK Gaming,0,1
LEC/2022 Season/Summer Season_Week 4_5_1,2022-07-15 20:30:00,LEC,12.12,Rogue (European Team),Team Vitality,1,1
LCK/2022 Season/Summer Season_Week 5_7_1,2022-07-16 08:07:00,LCK,12.12,KT Rolster,Kwangdong Freecs,1,1
LPL/2022 Season/Summer Season_Week 6_11_1,2022-07-16 09:13:00,LPL,12.12,Bilibili Gaming,Rare Atom,0,1
LCK/2022 Season/Summer Season_Week 5_7_2,2022-07-16 09:13:00,LCK,12.12,Kwangdong Freecs,KT Rolster,0,1
LPL/2022 Season/Summer Season_Week 6_11_2,2022-07-16 10:26:00,LPL,12.12,Rare Atom,Bilibili Gaming,0,1
LCK/2022 Season/Summer Season_Week 5_8_1,2022-07-16 11:09:00,LCK,12.12,DRX,T1,0,1
LPL/2022 Season/Summer Season_Week 6_11_3,2022-07-16 11:19:00,LPL,12.12,Bilibili Gaming,Rare Atom,1,1
LCK/2022 Season/Summer Season_Week 5_8_2,2022-07-16 12:01:00,LCK,12.12,DRX,T1,0,1
LPL/2022 Season/Summer Season_Week 6_12_1,2022-07-16 12:33:00,LPL,12.12,EDward Gaming,Top Esports,1,1
LPL/2022 Season/Summer Season_Week 6_12_2,2022-07-16 13:27:00,LPL,12.12,Top Esports,EDward Gaming,1,1
LPL/2022 Season/Summer Season_Week 6_12_3,2022-07-16 14:17:00,LPL,12.12,EDward Gaming,Top Esports,0,1
LEC/2022 Season/Summer Season_Week 4_6_1,2022-07-16 15:08:00,LEC,12.12,SK Gaming,Excel Esports,1,1
LEC/2022 Season/Summer Season_Week 4_7_1,2022-07-16 16:09:00,LEC,12.12,MAD Lions,Astralis,1,1
CBLOL/2022 Season/Split 2_Week 6_1_1,2022-07-16 16:23:00,CBLOL,12.12,RED Canids,Rensga Esports,1,1
LEC/2022 Season/Summer Season_Week 4_8_1,2022-07-16 17:03:00,LEC,12.12,Team BDS,Rogue (European Team),0,1
CBLOL/2022 Season/Split 2_Week 6_2_1,2022-07-16 17:31:00,CBLOL,12.12,paiN Gaming,LOUD,1,1
LEC/2022 Season/Summer Season_Week 4_9_1,2022-07-16 18:11:00,LEC,12.12,Misfits Gaming,G2 Esports,1,1
CBLOL/2022 Season/Split 2_Week 6_3_1,2022-07-16 18:55:00,CBLOL,12.12,Flamengo Los Grandes,KaBuM! Esports,0,1
LEC/2022 Season/Summer Season_Week 4_10_1,2022-07-16 19:08:00,LEC,12.12,Team Vitality,Fnatic,1,1
CBLOL/2022 Season/Split 2_Week 6_4_1,2022-07-16 19:53:00,CBLOL,12.12,Liberty,FURIA,0,1
LCS/2022 Season/Summer Season_Week 4_1_1,2022-07-16 20:31:00,LCS,12.12,100 Thieves,FlyQuest,0,1
CBLOL/2022 Season/Split 2_Week 6_5_1,2022-07-16 20:52:00,CBLOL,12.12,INTZ,Miners,0,1
LCS/2022 Season/Summer Season_Week 4_2_1,2022-07-16 21:27:00,LCS,12.12,Dignitas,Evil Geniuses.NA,0,1
LCS/2022 Season/Summer Season_Week 4_3_1,2022-07-16 22:38:00,LCS,12.12,TSM,Cloud9,0,1
LCS/2022 Season/Summer Season_Week 4_4_1,2022-07-16 23:37:00,LCS,12.12,Immortals,Counter Logic Gaming,0,1
LCS/2022 Season/Summer Season_Week 4_5_1,2022-07-17 00:37:00,LCS,12.12,Team Liquid,Golden Guardians,1,1
LPL/2022 Season/Summer Season_Week 6_13_1,2022-07-17 07:10:00,LPL,12.12,Oh My God,FunPlus Phoenix,0,1
LPL/2022 Season/Summer Season_Week 6_13_2,2022-07-17 08:01:00,LPL,12.12,FunPlus Phoenix,Oh My God,0,1
LCK/2022 Season/Summer Season_Week 5_9_1,2022-07-17 08:06:00,LCK,12.12,DWG KIA,Fredit BRION,1,1
LPL/2022 Season/Summer Season_Week 6_13_3,2022-07-17 08:57:00,LPL,12.12,Oh My God,FunPlus Phoenix,1,1
LCK/2022 Season/Summer Season_Week 5_9_2,2022-07-17 08:58:00,LCK,12.12,Fredit BRION,DWG KIA,0,1
LPL/2022 Season/Summer Season_Week 6_14_1,2022-07-17 09:50:00,LPL,12.12,LGD Gaming,Ultra Prime,0,1
LPL/2022 Season/Summer Season_Week 6_14_2,2022-07-17 10:46:00,LPL,12.12,Ultra Prime,LGD Gaming,0,1
LCK/2022 Season/Summer Season_Week 5_10_1,2022-07-17 11:08:00,LCK,12.12,Gen.G,Nongshim RedForce,1,1
LPL/2022 Season/Summer Season_Week 6_14_3,2022-07-17 11:31:00,LPL,12.12,LGD Gaming,Ultra Prime,0,1
LCK/2022 Season/Summer Season_Week 5_10_2,2022-07-17 11:58:00,LCK,12.12,Nongshim RedForce,Gen.G,0,1
LPL/2022 Season/Summer Season_Week 6_15_1,2022-07-17 12:37:00,LPL,12.12,Victory Five,Weibo Gaming,0,1
LPL/2022 Season/Summer Season_Week 6_15_2,2022-07-17 13:32:00,LPL,12.12,Victory Five,Weibo Gaming,1,1
LPL/2022 Season/Summer Season_Week 6_15_3,2022-07-17 14:16:00,LPL,12.12,Victory Five,Weibo Gaming,0,1
CBLOL/2022 Season/Split 2_Week 6_6_1,2022-07-17 16:18:00,CBLOL,12.12,Rensga Esports,paiN Gaming,0,1
CBLOL/2022 Season/Split 2_Week 6_7_1,2022-07-17 17:14:00,CBLOL,12.12,Miners,RED Canids,1,1
CBLOL/2022 Season/Split 2_Week 6_8_1,2022-07-17 18:14:00,CBLOL,12.12,FURIA,INTZ,1,1
CBLOL/2022 Season/Split 2_Week 6_9_1,2022-07-17 19:26:00,CBLOL,12.12,KaBuM! Esports,LOUD,0,1
LCS/2022 Season/Summer Season_Week 4_6_1,2022-07-17 19:36:00,LCS,12.12,TSM,FlyQuest,1,1
CBLOL/2022 Season/Split 2_Week 6_10_1,2022-07-17 20:19:00,CBLOL,12.12,Flamengo Los Grandes,Liberty,0,1
LCS/2022 Season/Summer Season_Week 4_7_1,2022-07-17 20:35:00,LCS,12.12,Counter Logic Gaming,100 Thieves,0,1
LCS/2022 Season/Summer Season_Week 4_8_1,2022-07-17 21:32:00,LCS,12.12,Evil Geniuses.NA,Team Liquid,1,1
LCS/2022 Season/Summer Season_Week 4_9_1,2022-07-17 22:32:00,LCS,12.12,Immortals,Cloud9,1,1
LCS/2022 Season/Summer Season_Week 4_10_1,2022-07-17 23:33:00,LCS,12.12,Golden Guardians,Dignitas,1,1
LPL/2022 Season/Summer Season_Week 7_1_1,2022-07-18 09:10:00,LPL,12.12,Team WE,Anyone's Legend,0,1
LPL/2022 Season/Summer Season_Week 7_1_2,2022-07-18 10:14:00,LPL,12.12,Anyone's Legend,Team WE,1,1
LPL/2022 Season/Summer Season_Week 7_2_1,2022-07-18 11:12:00,LPL,12.12,Invictus Gaming,JD Gaming,0,1
LPL/2022 Season/Summer Season_Week 7_2_2,2022-07-18 12:12:00,LPL,12.12,JD Gaming,Invictus Gaming,0,1
LPL/2022 Season/Summer Season_Week 7_2_3,2022-07-18 13:05:00,LPL,12.12,Invictus Gaming,JD Gaming,0,1
LPL/2022 Season/Summer Season_Week 7_3_1,2022-07-19 09:11:00,LPL,12.12,ThunderTalk Gaming,Oh My God,1,1
LPL/2022 Season/Summer Season_Week 7_3_2,2022-07-19 10:04:00,LPL,12.12,Oh My God,ThunderTalk Gaming,1,1
LPL/2022 Season/Summer Season_Week 7_3_3,2022-07-19 11:01:00,LPL,12.12,ThunderTalk Gaming,Oh My God,1,1
LPL/2022 Season/Summer Season_Week 7_4_1,2022-07-19 12:10:00,LPL,12.12,LNG Esports,Ultra Prime,1,1
LPL/2022 Season/Summer Season_Week 7_4_2,2022-07-19 13:06:00,LPL,12.12,Ultra Prime,LNG Esports,0,1
LCK/2022 Season/Summer Season_Week 6_1_1,2022-07-20 08:06:00,LCK,12.12,Fredit BRION,DRX,1,1
LCK/2022 Season/Summer Season_Week 6_1_2,2022-07-20 09:05:00,LCK,12.12,DRX,Fredit BRION,1,1
LPL/2022 Season/Summer Season_Week 7_5_1,2022-07-20 09:10:00,LPL,12.12,Top Esports,Rare Atom,1,1
LCK/2022 Season/Summer Season_Week 6_1_3,2022-07-20 09:59:00,LCK,12.12,Fredit BRION,DRX,0,1
LPL/2022 Season/Summer Season_Week 7_5_2,2022-07-20 10:01:00,LPL,12.12,Rare Atom,Top Esports,0,1
LPL/2022 Season/Summer Season_Week 7_6_1,2022-07-20 11:08:00,LPL,12.12,Bilibili Gaming,Royal Never Give Up,0,1
LCK/2022 Season/Summer Season_Week 6_2_1,2022-07-20 11:49:00,LCK,12.12,Nongshim RedForce,DWG KIA,0,1
LPL/2022 Season/Summer Season_Week 7_6_2,2022-07-20 12:01:00,LPL,12.12,Royal Never Give Up,Bilibili Gaming,1,1
LCK/2022 Season/Summer Season_Week 6_2_2,2022-07-20 14:12:00,LCK,12.12,Nongshim RedForce,DWG KIA,0,1
LCK/2022 Season/Summer Season_Week 6_3_1,2022-07-21 08:07:00,LCK,12.12,T1,Kwangdong Freecs,0,1
LCK/2022 Season/Summer Season_Week 6_3_2,2022-07-21 09:02:00,LCK,12.12,T1,Kwangdong Freecs,1,1
LPL/2022 Season/Summer Season_Week 7_7_1,2022-07-21 09:09:00,LPL,12.13,FunPlus Phoenix,Anyone's Legend,1,1
LCK/2022 Season/Summer Season_Week 6_3_3,2022-07-21 09:57:00,LCK,12.12,T1,Kwangdong Freecs,1,1
LPL/2022 Season/Summer Season_Week 7_7_2,2022-07-21 09:59:00,LPL,12.13,Anyone's Legend,FunPlus Phoenix,1,1
LPL/2022 Season/Summer Season_Week 7_7_3,2022-07-21 10:52:00,LPL,12.13,FunPlus Phoenix,Anyone's Legend,1,1
LCK/2022 Season/Summer Season_Week 6_4_1,2022-07-21 11:42:00,LCK,12.12,Hanwha Life Esports,KT Rolster,0,1
LPL/2022 Season/Summer Season_Week 7_8_1,2022-07-21 11:52:00,LPL,12.13,EDward Gaming,LGD Gaming,1,1
LCK/2022 Season/Summer Season_Week 6_4_2,2022-07-21 12:33:00,LCK,12.12,Hanwha Life Esports,KT Rolster,0,1
LPL/2022 Season/Summer Season_Week 7_8_2,2022-07-21 12:43:00,LPL,12.13,EDward Gaming,LGD Gaming,1,1
LCK/2022 Season/Summer Season_Week 6_5_1,2022-07-22 08:07:00,LCK,12.12,Liiv SANDBOX,Gen.G,0,1
LCK/2022 Season/Summer Season_Week 6_5_2,2022-07-22 09:10:00,LCK,12.12,Liiv SANDBOX,Gen.G,0,1
LPL/2022 Season/Summer Season_Week 7_9_1,2022-07-22 09:12:00,LPL,12.13,Weibo Gaming,ThunderTalk Gaming,1,1
LPL/2022 Season/Summer Season_Week 7_9_2,2022-07-22 10:07:00,LPL,12.13,ThunderTalk Gaming,Weibo Gaming,1,1
LPL/2022 Season/Summer Season_Week 7_9_3,2022-07-22 10:57:00,LPL,12.13,Weibo Gaming,ThunderTalk Gaming,1,1
LCK/2022 Season/Summer Season_Week 6_6_1,2022-07-22 11:07:00,LCK,12.12,DRX,DWG KIA,1,1
LCK/2022 Season/Summer Season_Week 6_6_2,2022-07-22 11:57:00,LCK,12.12,DWG KIA,DRX,1,1
LPL/2022 Season/Summer Season_Week 7_10_1,2022-07-22 12:01:00,LPL,12.13,Victory Five,LNG Esports,1,1
LCK/2022 Season/Summer Season_Week 6_6_3,2022-07-22 12:45:00,LCK,12.12,DRX,DWG KIA,1,1
LPL/2022 Season/Summer Season_Week 7_10_2,2022-07-22 13:05:00,LPL,12.13,LNG Esports,Victory Five,0,1
LEC/2022 Season/Summer Season_Week 5_1_1,2022-07-22 16:01:00,LEC,12.13,SK Gaming,Team BDS,1,1
LEC/2022 Season/Summer Season_Week 5_2_1,2022-07-22 17:04:00,LEC,12.13,Misfits Gaming,Excel Esports,0,1
LEC/2022 Season/Summer Season_Week 5_3_1,2022-07-22 17:55:00,LEC,12.13,MAD Lions,Team Vitality,1,1
LEC/2022 Season/Summer Season_Week 5_4_1,2022-07-22 18:58:00,LEC,12.13,G2 Esports,Astralis,1,1
LEC/2022 Season/Summer Season_Week 5_5_1,2022-07-22 20:01:00,LEC,12.13,Fnatic,Rogue (European Team),0,1
LPL/2022 Season/Summer Season_Week 7_11_1,2022-07-23 07:12:00,LPL,12.13,Team WE,Invictus Gaming,0,1
LPL/2022 Season/Summer Season_Week 7_11_2,2022-07-23 08:03:00,LPL,12.13,Invictus Gaming,Team WE,0,1
LCK/2022 Season/Summer Season_Week 6_7_1,2022-07-23 08:06:00,LCK,12.12,Fredit BRION,T1,1,1
LPL/2022 Season/Summer Season_Week 7_11_3,2022-07-23 08:51:00,LPL,12.13,Team WE,Invictus Gaming,0,1
LCK/2022 Season/Summer Season_Week 6_7_2,2022-07-23 09:01:00,LCK,12.12,T1,Fredit BRION,1,1
LPL/2022 Season/Summer Season_Week 7_12_1,2022-07-23 09:53:00,LPL,12.13,JD Gaming,Bilibili Gaming,1,1
LCK/2022 Season/Summer Season_Week 6_7_3,2022-07-23 10:06:00,LCK,12.12,Fredit BRION,T1,0,1
LPL/2022 Season/Summer Season_Week 7_12_2,2022-07-23 10:43:00,LPL,12.13,Bilibili Gaming,JD Gaming,1,1
LPL/2022 Season/Summer Season_Week 7_12_3,2022-07-23 11:33:00,LPL,12.13,JD Gaming,Bilibili Gaming,1,1
LCK/2022 Season/Summer Season_Week 6_8_1,2022-07-23 11:47:00,LCK,12.12,KT Rolster,Nongshim RedForce,1,1
LPL/2022 Season/Summer Season_Week 7_13_1,2022-07-23 12:33:00,LPL,12.13,Royal Never Give Up,EDward Gaming,1,1
LCK/2022 Season/Summer Season_Week 6_8_2,2022-07-23 12:42:00,LCK,12.12,Nongshim RedForce,KT Rolster,1,1
